GSM329408	GSM329409	GSM329410	GSM329411	GSM329414	GSM329417	GSM329419	GSM329421	GSM329425	GSM329427
GLRX2	11.1062	10.6807	11.2581	9.424	11.7434	11.077	11.2666	9.6705	9.5991	9.9679
GLRX3	10.9538	10.9904	12.2732	10.3064	12.3202	12.3475	9.7163	10.7918	10.7623	10.4375
GLRX5	12.842	13.5857	12.668	13.8733	12.9238	12.317	12.0281	12.0457	12.053	12.052
GLS	10.6414	9.7026	11.8813	10.2817	11.042	11.8191	10.5448	9.9462	10.8451	11.276
GLS2	5.886	4.7419	6.4467	6.4327	5.2459	6.2343	5.3935	6.0309	4.553	6.6123
GLT1D1	6.0061	8.617	7.5249	10.6002	10.1873	7.7451	11.4039	8.9464	5.3057	8.0268
GLT8D1	11.4224	10.1997	10.3828	10.1113	11.1048	10.8129	8.9596	11.6538	11.3659	11.7818
GLT8D2	7.4546	6.134	6.5068	7.0937	5.914	5.5747	6.5625	4.3795	4.8785	6.3999
GLTP	10.5912	11.9504	11.6285	12.6315	11.1295	11.465	12.6797	11.7944	11.667	11.4417
GLTPD2	4.635	3.8396	5.442	6.5233	4.0311	3.8686	4.6225	4.5527	3.0955	2.9527
GLTSCR1	9.0058	9.6328	8.1262	9.4827	8.7119	8.8778	9.0572	8.9551	9.3143	8.5611
GLTSCR1L	10.193	9.7181	10.8458	9.6478	9.907	10.5333	9.1519	10.1036	10.2678	10.4236
GLTSCR2	6.2318	5.4839	7.2249	6.738	6.887	5.1452	6.4105	4.9881	5.556	6.3427
GLTSCR2 /// SNORD23	14.2493	15.2865	15.1924	15.4708	14.569	14.4743	14.5617	15.4514	14.9706	15.2059
GLUD1	10.9673	11.8613	12.1672	11.6377	11.44	12.2446	10.8489	12.3312	12.3577	12.1663
GLUD2	8.973	9.7241	9.5794	8.7294	10.226	10.3392	8.507	9.3339	9.5848	8.9565
GLUL	13.0395	14.1053	9.8911	14.5528	12.55	11.5352	14.4672	14.5121	13.6301	13.7592
GLULP4 /// GLULP4	6.8656	6.5913	6.4305	8.3213	5.7535	5.4827	7.2346	7.5836	6.4721	7.229
GLYAT	6.5406	6.0491	6.459	8.9321	6.1949	6.8225	5.8653	5.9802	5.5574	7.3964
GLYATL1	5.6236	5.5519	6.5588	6.7978	4.8869	4.3205	6.1446	4.9272	3.6249	6.7092
GLYATL1 /// LOC100287413	7.3058	5.6791	7.9497	8.1236	6.4444	7.1582	7.3923	5.9709	5.6824	7.3682
GLYATL2	6.5296	7.2201	5.2077	5.0985	2.9018	6.3287	5.0392	5.7912	5.759	6.6307
GLYCTK	7.9691	7.5789	7.3618	7.9896	8.8378	7.9483	7.8892	6.8646	7.0696	7.7721
GLYCTK-AS1	6.6425	6.1161	7.8737	5.6708	6.3408	6.9105	7.0503	6.8044	6.2669	7.4355
GLYR1	11.0053	10.4042	10.4759	9.7521	10.5768	10.9955	10.2152	10.4511	10.8243	10.4726
GLYR1 /// SEPT6	11.8381	12.058	12.4016	11.5099	11.7916	12.1236	10.4751	13.05	13.0353	12.7045
GM2A	12.056	11.6726	13.4045	12.6753	11.5592	11.9034	10.7922	11.1236	11.0753	10.4327
GMCL1	10.5024	9.4068	9.8633	8.7786	10.2226	10.2263	10.1164	9.418	10.3456	9.9924
GMCL1 /// GMCL1P1	9.0653	7.9644	8.8837	5.2413	8.1115	8.6414	8.1849	7.8005	8.3387	8.8632
GMDS	9.3339	9.2518	9.3758	9.6879	11.1224	10.74	8.1258	10.0734	9.4034	9.5659
GMDS-AS1 /// RP1-80B9.2	7.3157	6.3868	7.7142	7.9044	7.4771	6.1915	7.102	8.4974	7.665	7.076
GMEB1	10.4531	9.9288	10.5166	9.6654	10.0904	9.9989	9.886	9.669	10.5699	10.3981
GMEB2	10.0702	11.3336	10.5047	10.5757	9.6632	9.7491	11.4251	10.4238	10.6098	10.2404
GMFB	11.2458	12.09	11.8874	11.1692	11.4568	11.8333	11.8411	11.3662	11.2899	10.3506
GMFG	11.8537	12.7445	12.4882	13.6102	13.1679	12.4772	13.1921	13.5882	13.2577	13.0006
GMIP	10.4623	10.0708	10.6041	10.9337	10.714	10.9248	10.9435	10.982	11.1265	10.7168
GML	5.6707	6.3457	6.5474	8.1747	5.6998	5.1253	6.5747	4.7964	6.0091	6.3901
GMNC	4.7947	4.224	7.1578	5.7328	5.7465	3.9213	4.7712	4.9014	4.8256	5.4698
GMNN	12.5151	12.2531	13.1271	10.8338	13.1921	12.5697	12.0932	9.8846	11.6057	12.2036
GMPPA	9.0104	8.4002	9.1652	9.5737	9.3656	9.5025	8.0656	9.2598	8.9245	8.8296
GMPR	5.392	8.2385	5.4696	11.356	6.3934	7.5487	8.7013	7.8025	3.378	7.3813
GMPR2	10.1251	9.1906	10.2842	9.2684	10.8146	10.5211	8.4833	10.4802	10.0179	9.6462
GMPS	12.6124	11.9718	11.968	11.5167	12.3986	11.7796	11.2892	10.9628	10.8863	11.5604
GNA11	9.2354	8.7559	8.5926	8.0893	8.3737	8.6025	8.3332	7.4683	8.8341	7.9079
GNA12	10.3334	10.6385	9.3387	9.6037	9.7439	10.6125	10.618	14.1422	13.1093	12.172
GNA13	13.0905	14.3694	14.124	13.8015	13.3377	13.6778	14.4122	13.6424	13.7167	13.684
GNA14	5.6392	5.6107	7.0725	8.0134	5.7773	5.151	4.3927	4.6901	5.4316	4.6969
GNA14-AS1	6.8276	6.1434	4.238	6.5887	5.8248	5.8839	5.5406	5.5477	5.5998	7.1183
GNA15	7.0748	10.0522	5.8012	11.4859	7.9249	8.3707	11.9362	12.689	13.8368	13.6981
GNAI1	5.4997	6.651	7.183	9.1912	5.0425	5.7435	7.8752	3.4437	4.1055	7.6392
GNAI2	10.6503	10.9838	11.859	11.4269	11.7958	11.5443	12.1779	11.3149	11.389	11.4307
GNAI3	12.4059	11.7238	12.4595	12.4499	12.1409	12.2186	12.2642	11.9703	12.102	12.18
GNAL	6.6581	6.0278	7.3352	8.3919	5.646	5.9234	6.0032	5.2766	4.2629	6.6137
GNAO1	7.6241	7.2508	8.1654	8.7948	7.7993	8.215	7.1428	7.5333	7.9347	9.2192
GNAQ	7.4505	9.5246	7.667	11.3724	9.9908	9.548	12.7282	12.657	12.3149	12.4659
GNAS	15.281	15.4265	15.4871	15.5978	15.4778	15.1037	15.1359	15.4554	14.9044	14.8995
GNAS-AS1	7.1515	5.4156	6.7092	6.9115	6.8861	6.5282	4.0002	4.4624	4.7745	5.743
GNAT1	5.5059	4.739	7.3523	8.0837	5.0628	4.5301	5.3826	4.3444	4.7074	5.7522
GNAT2	5.0008	4.8293	4.5539	7.7304	5.7035	5.7651	2.9645	4.9694	3.0919	4.5629
GNAT3	6.1703	5.1835	6.4116	6.9342	4.6689	5.2903	5.7334	4.377	3.8441	5.1103
GNAZ	7.4156	9.198	5.7325	7.7914	8.5386	9.8297	7.0548	7.2134	7.7002	7.0299
GNB1	13.7278	13.5482	13.0524	12.9285	13.7048	13.1596	12.6108	13.5517	13.4958	13.3034
GNB1L	8.0721	7.9903	9.0794	8.1463	9.0062	8.3944	7.4835	8.2379	8.1716	8.0688
GNB2	11.7126	11.5926	11.6685	11.746	12.5248	12.4248	12.5222	12.148	11.6242	11.7636
GNB2L1 /// SNORD95 /// SNORD96A	15.0109	15.534	15.7501	15.3043	15.453	15.1653	14.6325	15.2595	14.8991	14.8164
GNB3	7.6407	8.0693	6.0035	8.5205	7.7032	8.2959	7.8272	5.1986	7.1246	6.0037
GNB4	10.7158	11.8808	7.3922	11.0057	12.693	11.1498	11.7835	11.6226	12.1334	12.071
GNB5	9.7344	9.4596	9.9718	8.6144	9.5759	9.979	8.9026	9.3389	9.7552	10.0914
GNE	10.0159	11.402	9.2818	9.4513	9.982	9.4555	10.5563	9.762	10.0298	9.7321
GNG10	10.6025	12.0409	11.1018	13.2392	12.273	11.2771	12.6468	12.6384	12.6106	12.2614
GNG11	9.3767	7.2903	6.5191	8.6245	11.9057	12.0608	9.4899	9.7393	5.8558	8.9858
GNG12	6.6898	5.6722	7.8667	6.4985	4.6289	5.1961	6.213	5.2575	3.7981	6.2543
GNG13	4.5532	6.6411	6.0266	7.8109	6.1495	4.9327	4.8393	5.8451	2.8179	6.1724
GNG2	9.6812	11.9056	10.1519	12.8333	10.7488	11.6582	13.02	11.94	12.3015	11.5347
GNG3	6.7022	8.4409	8.0448	9.4133	6.5728	6.46	7.8135	6.5069	5.7989	8.1684
GNG4	7.6055	6.8338	7.0355	9.0748	6.913	7.2711	7.5002	6.6946	6.5357	7.2517
GNG5	13.4995	13.7443	13.6426	13.8897	13.8911	13.6501	14.1979	13.694	13.4053	13.4728
GNG7	10.8597	12.1941	11.1179	9.329	7.5786	10.2246	9.2543	11.326	11.8214	10.5818
GNG8	6.1154	4.8274	3.4981	5.6345	5.2128	5.7542	5.9227	4.8533	4.2542	4.4075
GNGT1	5.8528	3.9754	5.1933	4.5328	3.9077	5.9603	5.1328	4.6345	2.2439	5.0989
GNGT2	8.1489	7.5099	6.7658	7.7765	4.4406	8.4622	5.0402	6.7941	5.0811	6.8381
GNL1	9.3755	9.0258	9.5653	9.3952	10.1963	8.4479	9.9255	9.1099	8.7653	9.3128
GNL2	11.5155	11.1423	11.3176	10.8463	11.5162	11.5389	10.2675	10.4186	10.5065	10.7935
GNL3	7.7895	8.2302	7.1847	8.4637	9.111	8.6323	7.2943	7.0212	8.3543	8.0211
GNL3L	10.3961	8.366	8.7165	7.9807	10.2039	11.1124	8.2117	7.6926	7.6457	7.5805
GNL3 /// SNORD19B	12.5728	11.9603	12.945	11.2031	12.5085	12.2904	10.4359	10.3084	11.3345	11.1857
GNLY	6.6599	9.6033	8.5592	12.2647	9.8097	11.376	12.3055	10.0068	7.8872	6.3905
GNMT	7.2115	8.5419	7.3542	8.9333	6.5274	6.4142	8.2041	7.3733	6.5503	7.9514
GNN	6.5394	4.9945	5.8194	7.6129	5.0641	5.5105	5.5688	4.5535	2.9378	6.9378
GNPAT	12.2068	12.0003	12.0464	11.7764	12.3364	12.1722	10.3935	11.9933	11.9138	11.897
GNPDA1	7.1032	8.0564	10.0424	8.1463	10.5944	10.17	7.5612	5.6828	4.6988	7.2668
GNPDA2	9.0137	9.5423	8.26	7.3098	8.3448	8.4352	8.7596	8.3149	8.8346	8.3657
GNPNAT1	10.4816	9.9502	11.121	9.6431	10.3909	10.6338	8.3165	9.724	10.0754	10.1571
GNPTAB	9.5304	10.2602	9.8528	10.682	9.7976	10.1784	10.5914	12.3124	12.0567	12.0715
GNPTG	9.5541	9.4141	7.9268	10.0843	9.7176	9.8692	9.575	9.8688	9.6868	9.5285
GNRH1	5.5844	7.0499	7.4431	7.9331	6.579	6.268	7.0916	6.9474	5.2692	6.9333
GNRH2	6.9855	6.0949	6.5245	8.2332	5.2011	6.5553	5.7616	6.3869	5.0138	7.1044
GNRHR	6.7509	6.2469	5.9724	7.8503	5.6189	6.7354	6.0276	5.7056	4.5921	6.5803
GNRHR2	3.7899	5.556	5.1277	5.4994	5.1161	4.9684	3.9415	4.9026	3.4423	5.6413
GNS	9.4887	10.8225	9.1874	12.4867	10.3466	10.4545	11.5624	10.6925	10.3332	10.9589
GOLGA1	8.0083	7.0366	8.1026	9.3973	7.4047	7.5323	8.2826	7.7803	7.9777	8.2881
GOLGA2	9.5142	9.2924	9.5784	9.1243	9.2882	8.8373	11.5329	10.2455	9.8484	10.2126
GOLGA2P2Y /// GOLGA2P3Y	6.5494	6.0798	5.2979	6.8901	3.6172	6.2151	5.094	3.3882	2.1559	5.215
GOLGA2P5	10.216	9.6725	8.4329	8.8375	8.7543	8.3113	8.723	8.8771	9.4273	9.2207
GOLGA2P7 /// LOC101929479 /// LOC642423 /// LOC727751 /// LOC80154	8.5177	8.586	8.7009	9.081	7.9545	8.0821	7.4169	7.2796	6.4436	6.3713
GOLGA3	10.4731	9.8637	10.9247	9.78	10.3132	10.261	8.8017	10.1184	10.4416	10.0887
GOLGA4	9.5667	11.1663	9.5966	10.1313	9.3854	9.0934	11.016	9.2464	10.2284	9.2
GOLGA5	9.899	9.3816	9.5541	9.848	9.3669	10.0251	9.7369	9.8438	10.1371	9.7331
GOLGA6A	5.2208	6.3234	6.7161	8.0358	6.0006	5.2653	5.9141	2.7567	3.8929	4.7228
GOLGA6A /// GOLGA6B /// GOLGA6C /// GOLGA6D	4.6829	6.8611	7.4142	8.5361	5.4635	6.1788	6.4896	6.2139	4.4389	4.0639
GOLGA6L11P /// GOLGA6L11P /// GOLGA6L16P /// GOLGA6L16P	4.9011	3.9978	4.2475	5.6333	3.3611	4.9927	4.367	4.2238	3.0259	5.2951
GOLGA6L1 /// GOLGA6L22 /// GOLGA6L6	6.8796	6.4089	8.5178	8.8088	4.5922	6.0764	5.4949	7.35	7.5735	6.7162
GOLGA6L2	6.3549	5.3701	7.3139	7.6873	5.0602	4.5986	6.3514	5.1716	3.8193	7.0824
GOLGA6L4 /// GOLGA6L5P /// GOLGA6L9 /// LOC102724093	10.3385	11.6137	8.9011	8.4858	9.3683	9.4802	10.1613	9.0398	8.4591	7.7299
GOLGA6L6	4.6935	5.3329	6.5005	7.1463	3.3814	5.025	5.6084	4.8823	4.492	3.994
GOLGA7	11.2157	11.6539	11.7143	12.0699	12.1445	11.8022	12.5458	12.0716	12.5917	12.1996
GOLGA7B	4.7604	5.209	6.1524	7.0557	3.3181	5.0477	4.7285	5.876	4.5135	6.9028
GOLGA8A	9.7264	11.775	8.6883	10.1273	11.2779	9.7146	10.1871	9.1535	6.9537	9.3587
GOLGA8A /// GOLGA8B /// LOC101930583	10.0623	10.6303	8.1931	8.6422	11.4514	10.1135	9.1409	8.2104	7.0449	8.4702
GOLGA8CP /// GOLGA8DP /// GOLGA8EP /// GOLGA8F /// GOLGA8G	9.1486	9.9748	8.9632	10.1726	9.2118	9.1143	10.7289	10.4097	10.564	10.5174
GOLGA8I /// GOLGA8M	4.8869	3.2557	3.4454	6.4169	3.0339	4.0889	3.6026	3.6324	5.1871	3.8102
GOLGA8N	10.9035	11.9682	9.8444	11.9278	11.071	11.052	13.0532	13.8318	14.2702	12.8449
GOLGB1	10.2764	10.1669	9.7481	10.6519	10.1839	9.5597	10.8286	10.8637	10.7153	10.8872
GOLIM4	10.6172	9.3033	9.0749	9.4244	9.6547	10.4749	8.4975	10.3401	8.4919	10.5713
GOLM1	6.8995	9.2529	6.3936	7.7222	9.3409	5.0277	6.2728	5.1547	4.5887	5.8138
GOLPH3	11.7744	11.3396	11.7406	11.4622	11.4621	11.9608	11.3323	11.4883	12.5036	12.0282
GOLPH3L	9.0881	7.2875	10.0274	9.1452	9.2589	8.913	7.5202	8.3501	9.5319	9.1756
GOLT1A	4.1698	3.9366	6.205	6.2205	4.274	4.1826	5.2758	5.5054	4.7163	6.1523
GOLT1B	10.9457	11.6746	9.9571	10.7446	9.8112	10.2877	11.5137	10.2349	10.6358	9.7723
GON4L	9.8993	10.6242	10.2106	10.1347	9.3942	9.5603	10.204	10.0752	10.1646	10.4042
GOPC	9.2206	9.1846	9.9021	8.3561	9.4471	10.1922	8.3476	9.9651	10.7209	10.9147
GORAB	9.3884	10.7087	8.9158	8.8961	8.1641	9.066	9.9106	8.4734	9.1529	9.2568
GORASP1	8.4392	8.9239	8.6205	7.6747	9.5094	9.4176	8.4952	8.8363	9.7547	8.5693
GORASP2	12.0093	12.7072	11.7275	11.0308	12.5252	11.9512	12.042	10.486	11.4728	10.9346
GOSR1	11.329	10.7664	10.0111	8.6462	9.764	10.2639	10.3928	10.1267	10.3766	10.3899
GOSR2	9.2027	8.3659	9.7425	9.5584	8.9862	9.043	9.1223	9.4714	9.6337	9.262
GOT1	9.4205	8.4307	9.9027	8.9363	10.5201	9.5347	7.4155	7.4754	8.6423	8.3744
GOT1L1	4.8753	4.3237	6.2086	7.8053	5.6554	5.7912	4.9982	4.5431	4.242	3.1164
GOT2	11.9439	11.2735	12.9201	10.9027	12.9411	12.5787	10.3965	10.7929	11.417	11.1271
GOT2P1 /// GOT2P1	6.5329	5.8691	6.3522	8.2078	7.2841	7.1497	5.9382	5.9331	6.2788	6.0592
GP1BA	6.8961	7.3037	7.3117	9.236	4.7951	6.4949	8.4204	7.0673	6.6102	7.6379
GP1BB /// SEPT5 /// SEPT5-GP1BB	7.308	6.4968	8.1736	7.7752	7.0874	7.1301	9.5764	4.7408	5.6584	7.752
GP2	6.4748	6.0518	6.7852	8.2727	5.5541	6.6036	5.7759	5.9733	5.6809	6.7337
GP5	5.986	4.8242	7.2397	6.3456	4.7202	5.7897	5.7137	6.5838	6.3697	5.9073
GP6	5.9019	6.0301	5.1068	8.5179	6.0994	7.4371	8.0564	6.6763	6.4385	7.5372
GP9	5.891	4.7087	7.8475	6.898	5.667	4.2419	5.1055	5.4313	4.8731	5.4826
GPA33	5.8269	5.8622	7.163	7.8937	3.5578	6.2244	5.6472	4.0383	5.5752	6.3935
GPAA1	11.6366	10.9679	10.5152	11.0599	11.1303	10.6527	10.8319	11.1622	11.0359	10.9918
GPALPP1	9.7216	7.89	9.8573	8.9689	9.5485	9.684	8.2374	9.9197	10.1154	9.9269
GPAM	7.2263	8.479	8.8782	8.0661	8.6656	8.0872	7.5874	7.0103	8.3631	8.129
GPANK1	11.9395	10.039	11.2208	10.1365	11.5788	10.6391	10.6756	10.6319	11.0462	10.669
GPAT2	3.7899	5.5345	5.3094	7.9754	11.2027	11.3795	6.7841	2.8975	2.7511	4.466
GPATCH1	8.8613	8.3942	8.4355	8.4768	8.9256	8.6682	8.93	8.7694	9.2775	9.7124
GPATCH11	12.2102	9.0939	10.6061	8.1272	8.7165	9.8415	8.9467	8.8115	10.081	10.1081
GPATCH2	9.3978	9.7559	8.1456	8.5101	8.5011	8.4325	7.857	9.4121	8.6099	9.2493
GPATCH2L	8.628	9.736	9.109	8.7039	7.8045	7.8633	10.7322	9.6451	9.7165	9.7867
GPATCH3	8.849	8.8631	8.9106	7.9856	8.5571	8.4748	9.1664	8.4985	8.9785	8.8105
GPATCH4	11.4864	10.1674	12.0918	9.6711	11.2641	11.6354	8.847	9.5874	10.0706	10.6669
GPATCH8	10.7217	10.9847	10.2733	9.9877	10.1939	10.1129	11.2462	11.2784	10.8822	11.3642
GPBAR1	6.0465	7.8003	8.4009	10.8373	7.011	9.0059	8.2958	6.897	6.2548	5.7755
GPBP1	12.5519	13.5229	11.9649	12.1556	12.5964	12.414	12.4893	11.8521	12.3373	12.6172
GPBP1L1	10.7029	11.293	10.0357	10.4528	10.6476	10.1618	10.9381	10.4652	11.0658	10.6082
GPC1	7.5235	4.1627	5.5747	7.5906	7.0654	6.4571	5.9663	5.6988	5.6682	4.5299
GPC2	6.476	8.4193	6.8609	8.4074	8.6375	7.9312	6.4252	8.4198	8.3184	8.2485
GPC3	6.9163	5.7575	7.8923	6.8856	5.72	5.1044	5.934	5.8492	4.6522	7.2944
GPC4	6.2722	5.5706	6.4748	7.9154	5.8547	6.3818	6.7596	5.8071	5.5082	7.0689
GPC5	5.0829	5.1724	7.0753	7.9735	5.5596	4.3386	5.8231	5.0959	4.5891	5.4281
GPC6	5.7954	8.5545	5.7876	6.4636	6.7248	5.2448	5.975	4.1833	4.0905	5.6215
GPCPD1	10.0135	12.14	10.8515	12.2132	10.5286	11.1136	12.908	11.4772	11.524	11.0805
GPD1	5.8448	6.9143	7.1131	8.4857	6.5123	6.2473	6.5174	5.6755	4.447	7.7335
GPD1L	8.986	8.9377	10.9248	9.519	11.2369	10.4097	7.6779	8.8588	10.6117	10.0629
GPD2	9.6951	7.8346	8.5376	8.8692	8.434	8.8066	8.5758	9.0153	9.1866	10.0174
GPER1	10.9145	10.0926	5.2927	8.7932	4.1031	6.1153	6.9641	6.0556	4.1131	7.143
GPHA2	5.7103	4.2653	4.5236	5.8118	3.9773	6.2922	4.08	2.971	3.047	6.726
GPHB5	6.5845	6.2481	5.7656	8.5755	5.6777	6.3793	6.451	6.1111	4.7317	5.2344
GPHN	6.215	6.656	6.8132	7.775	5.6276	5.6828	5.9266	6.2456	4.6433	6.7313
GPI	12.7886	12.8562	12.9042	12.3605	13.6036	13.0114	13.3843	11.2962	11.4306	11.8416
GPIHBP1	4.7193	5.7937	7.3533	5.8159	3.8528	6.6081	5.6221	4.1843	4.7893	4.4916
GPKOW	10.1204	8.9648	9.5298	9.4645	10.2766	9.668	9.5522	9.3806	9.9448	9.4745
GPLD1	7.5016	7.0046	10.3754	8.4543	9.5607	8.6749	6.4733	6.9263	8.184	7.6876
GPM6A	11.9981	9.2565	7.4135	7.9847	11.2537	11.2084	6.5653	5.5217	5.5114	6.1404
GPM6B	9.5258	7.9557	6.5741	7.1645	11.2625	6.7291	6.6702	12.3222	12.0274	12.8871
GPN1	11.6303	11.6583	11.2723	10.9191	11.8348	11.5421	10.659	11.0222	11.1759	11.2338
GPN2	9.8662	9.3926	9.9886	9.9969	9.8218	10.1161	9.3199	9.1177	9.1308	9.109
GPN3	10.2051	9.1855	10.6443	9.8686	10.1433	10.6728	9.1444	9.5543	10.3973	10.6388
GPNMB	4.8262	5.8409	5.0132	8.2146	5.6438	5.4905	7.0817	4.3563	5.4772	6.5077
GPR1	8.7946	7.6339	5.9573	7.6091	7.4042	7.7048	8.208	8.4536	7.7307	9.0171
GPR101	5.7165	4.9646	6.162	7.4994	6.485	3.8868	5.1533	4.3808	4.1631	4.6699
GPR107	9.1788	8.8798	7.3487	8.7338	8.1428	8.9875	9.3183	9.1746	9.0775	9.2874
GPR108 /// MIR6791	9.7672	10.05	9.3213	10.3418	10.4053	9.9264	10.0782	10.3727	10.1166	9.7097
GPR110	6.1938	5.572	6.9393	8.2432	9.8011	5.3495	5.5883	5.8739	4.784	7.0282
GPR111	5.8141	3.5439	6.4497	7.5076	3.4682	5.6866	5.1759	4.4981	4.8902	7.228
GPR112	5.8505	3.7085	5.8746	6.6377	5.3951	4.9327	3.7693	4.1442	3.4781	4.3717
GPR113	7.005	5.7789	7.3102	8.9441	5.8757	5.8969	6.9919	4.4922	5.4607	6.1711
GPR114	6.3812	7.2014	8.0219	8.1382	6.7874	6.8538	8.1578	10.7164	9.9478	9.827
GPR115	5.2731	6.3074	5.8993	6.9972	4.5646	6.1054	6.4942	6.3891	5.185	5.6408
GPR116	6.3474	5.7236	7.6185	7.8126	6.2803	4.7135	5.7805	5.5348	4.3539	6.7038
GPR12	5.869	6.5843	6.8797	7.2616	5.9352	6.8883	6.1101	5.3027	5.8785	6.7581
GPR123	4.7308	4.9468	5.1441	5.8843	3.3436	5.6323	4.2612	5.0389	4.7039	5.1387
GPR124	7.5245	5.9386	7.5586	6.7693	5.19	4.6841	6.9829	5.8957	7.2156	6.7737
GPR125	6.5377	9.9902	8.942	7.0055	5.7286	5.932	5.9378	6.488	8.1393	8.8914
GPR126	5.039	5.5296	5.7869	7.9872	5.6448	6.3859	5.7769	7.0683	4.4313	6.4268
GPR128	6.0148	4.9696	7.4491	5.5371	4.3672	4.8344	4.0659	6.2092	4.2167	6.7472
GPR132	6.1281	6.7721	6.6846	7.3088	5.3751	7.1296	9.1231	8.3329	7.6377	8.3878
GPR133	5.8495	6.4182	3.6656	4.917	6.8572	6.9118	4.6774	5.734	8.3645	5.0835
GPR135	5.7351	5.2382	5.5718	7.3563	5.4972	6.3065	6.1393	6.4834	5.3393	5.3533
GPR137	8.3747	7.9533	7.7808	7.23	8.5869	8.1643	8.1595	7.3905	7.607	8.2897
GPR137B	7.3077	9.6978	5.7358	8.3507	6.8214	7.7391	8.3907	5.2681	6.938	6.5711
GPR137C	7.4659	5.7269	6.3223	8.0897	4.3941	4.4708	5.9443	6.9582	5.6912	8.0842
GPR143	4.2493	3.6597	3.878	5.5552	4.9308	3.5414	2.1988	3.7374	3.1876	3.7461
GPR144	6.5329	5.7876	5.8748	6.4964	5.285	5.6326	4.8351	5.7695	4.5098	5.8336
GPR146	6.9702	8.8739	6.4874	9.095	4.4795	4.085	3.4575	6.877	6.9617	6.9274
GPR15	6.6353	4.7278	5.2571	7.5246	5.8694	5.1084	4.4299	5.4121	4.4968	5.9696
GPR150	6.8335	4.3166	6.7839	6.5774	6.4805	6.2205	4.7242	6.7543	5.5968	4.7337
GPR153	8.2283	8.4079	8.0016	9.4847	7.7612	7.7507	8.5937	8.0667	9.1834	8.3766
GPR155	9.6082	6.9015	8.2518	9.2531	7.7399	7.3595	7.2359	6.2566	5.735	7.4625
GPR156	6.9881	6.6382	8.0626	6.5532	7.5705	7.1993	7.2439	7.1711	6.6538	8.3145
GPR157	7.1425	6.5874	7.6928	8.6416	6.5406	6.6416	7.8553	7.721	6.5204	6.9906
GPR158	5.7462	3.8019	4.0111	8.3202	4.0175	4.1568	5.84	3.4135	2.5941	5.1873
GPR160	10.1122	11.7807	11.0792	10.9344	11.7902	10.4247	12.8946	9.7653	9.2407	9.7371
GPR161	7.5263	7.2285	7.3548	8.4049	7.1199	6.5927	7.1756	7.5493	6.3921	7.7309
GPR162	7.9207	4.2094	7.0135	7.2492	5.3915	4.7414	4.3485	4.0916	2.7975	4.1538
GPR17	5.6707	7.1771	7.0241	6.8549	4.8445	4.0889	5.469	3.1683	4.7399	4.4296
GPR171	5.9884	4.9042	8.6382	9.0691	6.7157	7.2748	7.8318	3.6779	6.21	7.4216
GPR173	6.008	5.5575	8.3984	7.8545	5.4344	6.4644	5.6842	5.6345	4.2238	6.8008
GPR174	4.6829	5.2247	5.2177	7.9378	5.8257	6.5755	6.247	7.2069	7.2204	8.2166
GPR176	6.4229	6.9448	6.3486	8.219	7.131	7.0269	7.4209	9.1523	6.3493	8.9175
GPR18	12.7264	9.9456	12.0781	9.8685	9.0548	10.7901	9.3354	9.1087	12.5759	11.1898
GPR180	8.6121	6.9908	8.5456	8.6035	7.0427	8.2933	6.635	8.1028	8.275	8.7343
GPR182	5.4327	6.2529	7.0779	8.6432	6.6638	5.8463	6.5363	5.4553	5.4025	6.9757
GPR183	6.7352	10.2237	7.9061	10.6647	7.5568	10.1485	11.4918	10.8761	7.8557	10.6326
GPR19	7.4733	4.3501	6.2394	6.1284	4.3818	6.5374	3.947	3.6357	6.0008	4.8223
GPR1-AS	4.1172	4.4724	4.268	7.83	4.3423	5.2981	4.6703	2.6869	2.0314	3.0666
GPR20	4.6714	5.2324	5.2146	8.2478	6.7391	5.5522	5.1376	5.2141	3.2497	5.5006
GPR21	5.6715	4.9548	8.0244	7.5644	6.8357	5.4534	6.7321	6.6334	5.2216	8.2648
GPR22	6.2658	5.5657	7.6971	5.6548	4.3194	5.533	5.8261	5.0735	4.9895	6.6988
GPR25	5.287	5.4327	6.1534	6.905	4.1269	4.7071	6.2659	3.3435	3.1539	5.1523
GPR26	6.688	4.0854	7.1271	7.8349	4.4533	5.3583	4.4959	4.0929	5.4322	5.5159
GPR27	7.0845	10.1454	8.1864	11.2686	9.4824	7.2122	12.0787	11.2458	7.3369	8.9586
GPR3	5.5363	6.0692	5.7971	6.4173	6.5142	6.4141	6.5018	6.1306	5.2179	5.962
GPR31	4.1698	3.7736	5.6356	6.069	4.0863	4.5462	2.9649	4.2841	3.0104	3.5366
GPR32	5.7145	5.1231	5.9228	6.8569	4.6727	3.9213	6.0455	5.1553	4.2851	5.199
GPR34	4.1698	6.5576	7.014	8.4977	4.4338	5.3836	6.7818	6.4186	4.6179	5.4185
GPR35	6.4349	8.4557	6.2269	9.4727	5.4898	6.8954	8.3328	6.4826	7.0492	7.931
GPR37	6.3602	4.2587	6.4027	6.0239	4.0292	5.5945	5.1856	5.2163	2.2132	6.077
GPR37L1	6.2375	6.1065	6.5904	6.9364	6.477	6.318	5.2934	5.0537	4.8594	5.9265
GPR37L1 /// LOC284570	5.089	5.084	4.8196	6.3374	2.8338	5.3063	3.9476	4.5613	3.2947	3.3078
